timestamp,open,high,low,close,volume
2025-12-04 18:14:00,2.23,2.2382,2.23,2.2382,3892.0
2025-12-04 18:15:00,2.23,2.2383,2.23,2.23,914.0
2025-12-04 18:17:00,2.23,2.23,2.23,2.23,5.0
2025-12-04 18:19:00,2.24,2.24,2.24,2.24,145.0
2025-12-04 18:20:00,2.24,2.24,2.23,2.23,606.0
2025-12-04 18:21:00,2.2381,2.24,2.23,2.23,7714.0
2025-12-04 18:22:00,2.2399,2.2399,2.23,2.23,473.0
2025-12-04 18:23:00,2.23,2.2399,2.23,2.2399,1634.0
2025-12-04 18:24:00,2.2399,2.2399,2.23,2.2384,2946.0
2025-12-04 18:25:00,2.2398,2.24,2.2398,2.24,871.0
2025-12-04 18:26:00,2.24,2.24,2.2398,2.2399,1382.0
2025-12-04 18:27:00,2.23,2.24,2.23,2.2396,5496.0
2025-12-04 18:28:00,2.24,2.24,2.23,2.24,750.0
2025-12-04 18:29:00,2.2397,2.2397,2.2397,2.2397,60.0
2025-12-04 18:30:00,2.2399,2.24,2.2303,2.2385,502.0
2025-12-04 18:31:00,2.2384,2.24,2.23,2.23,3916.0
2025-12-04 18:32:00,2.23,2.2399,2.23,2.2399,257.0
2025-12-04 18:33:00,2.23,2.2398,2.23,2.2398,1208.0
2025-12-04 18:34:00,2.24,2.24,2.2397,2.2398,16.0
2025-12-04 18:35:00,2.24,2.24,2.23,2.24,53.0
2025-12-04 18:36:00,2.2384,2.2399,2.23,2.23,12.0
2025-12-04 18:37:00,2.2397,2.24,2.235,2.2397,1955.0
2025-12-04 18:38:00,2.2384,2.24,2.2307,2.24,1071.0
2025-12-04 18:40:00,2.23,2.24,2.23,2.2301,508.0
2025-12-04 18:41:00,2.2314,2.2397,2.23,2.2397,1997.0
2025-12-04 18:42:00,2.23,2.2399,2.23,2.2315,1022.0
2025-12-04 18:43:00,2.24,2.24,2.23,2.23,4422.0
2025-12-04 18:44:00,2.24,2.24,2.23,2.23,4118.0
2025-12-04 18:45:00,2.2312,2.2312,2.2312,2.2312,32.0
2025-12-04 18:46:00,2.2398,2.24,2.235,2.235,3512.0
2025-12-04 18:47:00,2.2384,2.24,2.23,2.2396,1159.0
2025-12-04 18:48:00,2.23,2.24,2.23,2.235,513.0
2025-12-04 18:49:00,2.24,2.24,2.23,2.23,3014.0
2025-12-04 18:50:00,2.2398,2.2398,2.23,2.23,53.0
2025-12-04 18:51:00,2.2398,2.2398,2.23,2.23,102.0
2025-12-04 18:52:00,2.2384,2.24,2.2384,2.24,209.0
2025-12-04 18:53:00,2.2384,2.2398,2.2314,2.2389,1572.0
2025-12-04 18:54:00,2.23,2.2399,2.23,2.2399,612.0
2025-12-04 18:55:00,2.24,2.24,2.2385,2.2385,858.0
2025-12-04 18:56:00,2.2384,2.2397,2.2384,2.2397,4.0
2025-12-04 18:57:00,2.2397,2.24,2.23,2.2302,2449.0
2025-12-04 18:58:00,2.23,2.24,2.23,2.2301,901.0
2025-12-04 18:59:00,2.2389,2.2389,2.235,2.2384,51.0
2025-12-04 19:00:00,2.231,2.231,2.231,2.231,37.0
2025-12-04 19:01:00,2.2384,2.2384,2.23,2.23,505.0
2025-12-04 19:02:00,2.23,2.24,2.23,2.2308,2165.0
2025-12-04 19:03:00,2.24,2.24,2.2398,2.2398,308.0
2025-12-04 19:04:00,2.2398,2.24,2.2398,2.24,1011.0
2025-12-04 19:05:00,2.2397,2.2397,2.23,2.23,3518.0
2025-12-04 19:06:00,2.2396,2.2396,2.2396,2.2396,500.0
2025-12-04 19:07:00,2.2315,2.24,2.23,2.24,644.0
2025-12-04 19:08:00,2.24,2.24,2.2384,2.24,235.0
2025-12-04 19:09:00,2.2398,2.2398,2.2398,2.2398,257.0
2025-12-04 19:10:00,2.24,2.24,2.24,2.24,58.0
2025-12-04 19:11:00,2.23,2.23,2.23,2.23,2.0
2025-12-04 19:12:00,2.2302,2.24,2.2302,2.24,303.0
2025-12-04 19:13:00,2.2382,2.24,2.2382,2.24,56.0
2025-12-04 19:14:00,2.24,2.24,2.23,2.23,4672.0
2025-12-04 19:15:00,2.24,2.24,2.231,2.231,2450.0
2025-12-04 19:16:00,2.2387,2.2387,2.23,2.23,3027.0
2025-12-04 19:17:00,2.23,2.23,2.23,2.23,1.0
2025-12-04 19:18:00,2.23,2.23,2.23,2.23,10.0
2025-12-04 19:19:00,2.24,2.24,2.24,2.24,114.0
2025-12-04 19:20:00,2.24,2.24,2.23,2.23,3892.0
2025-12-04 19:21:00,2.2301,2.2398,2.2301,2.2307,743.0
2025-12-04 19:22:00,2.2385,2.2385,2.23,2.23,2559.0
2025-12-04 19:23:00,2.23,2.2397,2.23,2.2384,55.0
2025-12-04 19:24:00,2.24,2.24,2.2303,2.2303,814.0
2025-12-04 19:25:00,2.23,2.24,2.23,2.2383,696.0
2025-12-04 19:26:00,2.23,2.24,2.23,2.24,767.0
2025-12-04 19:27:00,2.2399,2.2399,2.2399,2.2399,101.0
2025-12-04 19:28:00,2.24,2.24,2.2399,2.2399,602.0
2025-12-04 19:29:00,2.23,2.24,2.23,2.2396,560.0
2025-12-04 19:30:00,2.2301,2.2301,2.2301,2.2301,201.0
2025-12-04 19:31:00,2.2399,2.24,2.23,2.24,43.0
2025-12-04 19:32:00,2.2384,2.2384,2.2384,2.2384,15.0
2025-12-04 19:34:00,2.24,2.24,2.2399,2.2399,13.0
2025-12-04 19:35:00,2.2316,2.24,2.2316,2.24,617.0
2025-12-04 19:36:00,2.24,2.24,2.24,2.24,14.0
2025-12-04 19:37:00,2.24,2.24,2.2398,2.2398,47.0
2025-12-04 19:39:00,2.24,2.24,2.2301,2.2301,1330.0
2025-12-04 19:40:00,2.24,2.24,2.23,2.2314,2032.0
2025-12-04 19:41:00,2.23,2.23,2.23,2.23,200.0
2025-12-04 19:42:00,2.2314,2.2314,2.2314,2.2314,10.0
2025-12-04 19:43:00,2.24,2.24,2.2395,2.2395,1030.0
2025-12-04 19:44:00,2.2301,2.2301,2.2301,2.2301,500.0
2025-12-04 19:45:00,2.24,2.24,2.23,2.23,2503.0
2025-12-04 19:46:00,2.24,2.24,2.23,2.23,5754.0
2025-12-04 19:47:00,2.2304,2.2304,2.2304,2.2304,1200.0
2025-12-04 19:48:00,2.23,2.23,2.23,2.23,5.0
2025-12-04 19:50:00,2.2308,2.2308,2.2308,2.2308,34.0
2025-12-04 19:51:00,2.23,2.24,2.23,2.24,3005.0
2025-12-04 19:52:00,2.2301,2.2301,2.2301,2.2301,3.0
2025-12-04 19:53:00,2.23,2.24,2.23,2.235,5405.0
2025-12-04 19:54:00,2.24,2.24,2.2301,2.2311,166.0
2025-12-04 19:55:00,2.2311,2.24,2.2301,2.24,8142.0
2025-12-04 19:56:00,2.24,2.24,2.24,2.24,643.0
2025-12-04 19:57:00,2.2398,2.24,2.2382,2.24,852.0
2025-12-04 19:58:00,2.2399,2.24,2.2399,2.24,254.0
2025-12-04 19:59:00,2.2398,2.24,2.23,2.24,34501.0
