timestamp,open,high,low,close,volume
2025-12-04 17:48:00,7.772,7.78,7.772,7.7797,141.0
2025-12-04 17:49:00,7.78,7.78,7.77,7.77,285.0
2025-12-04 17:50:00,7.78,7.78,7.78,7.78,160.0
2025-12-04 17:51:00,7.78,7.78,7.78,7.78,15.0
2025-12-04 17:53:00,7.77,7.78,7.77,7.77,128.0
2025-12-04 17:54:00,7.7799,7.7799,7.7799,7.7799,1.0
2025-12-04 17:55:00,7.78,7.78,7.7799,7.7799,216.0
2025-12-04 17:56:00,7.7701,7.7799,7.7701,7.7799,156.0
2025-12-04 17:58:00,7.77,7.77,7.77,7.77,132.0
2025-12-04 17:59:00,7.78,7.78,7.78,7.78,31.0
2025-12-04 18:00:00,7.7793,7.7793,7.77,7.77,16.0
2025-12-04 18:01:00,7.77,7.77,7.7601,7.7601,100.0
2025-12-04 18:03:00,7.7609,7.78,7.7609,7.78,466.0
2025-12-04 18:04:00,7.78,7.78,7.78,7.78,10.0
2025-12-04 18:05:00,7.78,7.78,7.78,7.78,5.0
2025-12-04 18:06:00,7.76,7.76,7.76,7.76,203.0
2025-12-04 18:07:00,7.78,7.78,7.78,7.78,5.0
2025-12-04 18:08:00,7.7791,7.78,7.7791,7.78,7.0
2025-12-04 18:10:00,7.77,7.78,7.77,7.78,100.0
2025-12-04 18:11:00,7.77,7.77,7.77,7.77,6.0
2025-12-04 18:12:00,7.78,7.78,7.78,7.78,1.0
2025-12-04 18:13:00,7.76,7.76,7.76,7.76,3.0
2025-12-04 18:14:00,7.77,7.77,7.76,7.76,150.0
2025-12-04 18:15:00,7.77,7.78,7.77,7.78,7.0
2025-12-04 18:16:00,7.76,7.78,7.76,7.78,280.0
2025-12-04 18:17:00,7.78,7.78,7.78,7.78,1.0
2025-12-04 18:18:00,7.76,7.78,7.76,7.78,450.0
2025-12-04 18:20:00,7.77,7.77,7.76,7.76,225.0
2025-12-04 18:22:00,7.77,7.77,7.77,7.77,45.0
2025-12-04 18:24:00,7.78,7.78,7.78,7.78,49.0
2025-12-04 18:25:00,7.76,7.77,7.76,7.76,130.0
2025-12-04 18:26:00,7.78,7.78,7.76,7.76,80.0
2025-12-04 18:28:00,7.7601,7.7601,7.7601,7.7601,18.0
2025-12-04 18:30:00,7.78,7.78,7.78,7.78,17.0
2025-12-04 18:31:00,7.76,7.76,7.76,7.76,10.0
2025-12-04 18:32:00,7.78,7.78,7.7603,7.7603,87.0
2025-12-04 18:33:00,7.78,7.78,7.77,7.78,1007.0
2025-12-04 18:34:00,7.78,7.78,7.78,7.78,501.0
2025-12-04 18:35:00,7.76,7.78,7.76,7.78,126.0
2025-12-04 18:36:00,7.78,7.78,7.78,7.78,116.0
2025-12-04 18:37:00,7.7792,7.7792,7.7792,7.7792,110.0
2025-12-04 18:39:00,7.78,7.78,7.78,7.78,1.0
2025-12-04 18:40:00,7.7648,7.7648,7.7648,7.7648,9.0
2025-12-04 18:41:00,7.76,7.76,7.76,7.76,99.0
2025-12-04 18:45:00,7.78,7.78,7.7615,7.7615,1006.0
2025-12-04 18:47:00,7.78,7.78,7.77,7.77,2.0
2025-12-04 18:48:00,7.77,7.77,7.77,7.77,30.0
2025-12-04 18:49:00,7.77,7.77,7.77,7.77,158.0
2025-12-04 18:51:00,7.77,7.77,7.77,7.77,40.0
2025-12-04 18:52:00,7.77,7.78,7.77,7.78,60.0
2025-12-04 18:53:00,7.7799,7.7799,7.7799,7.7799,20.0
2025-12-04 18:54:00,7.77,7.78,7.77,7.78,180.0
2025-12-04 18:56:00,7.78,7.78,7.7797,7.7797,7.0
2025-12-04 18:57:00,7.77,7.77,7.77,7.77,6.0
2025-12-04 18:58:00,7.77,7.77,7.77,7.77,90.0
2025-12-04 18:59:00,7.78,7.78,7.78,7.78,55.0
2025-12-04 19:00:00,7.7711,7.78,7.7711,7.78,14.0
2025-12-04 19:01:00,7.78,7.78,7.78,7.78,744.0
2025-12-04 19:03:00,7.78,7.78,7.7799,7.7799,55.0
2025-12-04 19:04:00,7.78,7.78,7.78,7.78,18.0
2025-12-04 19:06:00,7.78,7.78,7.78,7.78,97.0
2025-12-04 19:08:00,7.7702,7.78,7.7702,7.78,510.0
2025-12-04 19:09:00,7.7798,7.7798,7.7798,7.7798,2.0
2025-12-04 19:10:00,7.78,7.78,7.78,7.78,3.0
2025-12-04 19:11:00,7.78,7.78,7.78,7.78,1000.0
2025-12-04 19:12:00,7.78,7.78,7.7701,7.7701,260.0
2025-12-04 19:13:00,7.78,7.78,7.78,7.78,35.0
2025-12-04 19:14:00,7.78,7.78,7.78,7.78,500.0
2025-12-04 19:16:00,7.78,7.78,7.78,7.78,111.0
2025-12-04 19:17:00,7.78,7.78,7.78,7.78,10.0
2025-12-04 19:18:00,7.78,7.78,7.78,7.78,8.0
2025-12-04 19:19:00,7.77,7.77,7.7602,7.7602,81.0
2025-12-04 19:20:00,7.78,7.78,7.7799,7.7799,201.0
2025-12-04 19:21:00,7.78,7.78,7.78,7.78,100.0
2025-12-04 19:22:00,7.76,7.76,7.76,7.76,4.0
2025-12-04 19:23:00,7.78,7.78,7.78,7.78,1.0
2025-12-04 19:24:00,7.78,7.78,7.75,7.77,1850.0
2025-12-04 19:25:00,7.75,7.78,7.75,7.7799,88.0
2025-12-04 19:26:00,7.78,7.78,7.7607,7.7607,1204.0
2025-12-04 19:29:00,7.78,7.78,7.78,7.78,3.0
2025-12-04 19:30:00,7.7795,7.7795,7.7795,7.7795,6.0
2025-12-04 19:32:00,7.77,7.77,7.76,7.77,133.0
2025-12-04 19:34:00,7.7608,7.7608,7.7608,7.7608,850.0
2025-12-04 19:35:00,7.7768,7.7768,7.76,7.76,615.0
2025-12-04 19:36:00,7.76,7.78,7.76,7.78,53.0
2025-12-04 19:37:00,7.7796,7.7796,7.7796,7.7796,16.0
2025-12-04 19:38:00,7.7784,7.7784,7.7784,7.7784,20.0
2025-12-04 19:39:00,7.7701,7.78,7.77,7.78,310.0
2025-12-04 19:42:00,7.78,7.78,7.7799,7.7799,16.0
2025-12-04 19:44:00,7.78,7.78,7.77,7.77,1512.0
2025-12-04 19:46:00,7.78,7.78,7.7797,7.7797,251.0
2025-12-04 19:48:00,7.78,7.78,7.7799,7.7799,351.0
2025-12-04 19:50:00,7.78,7.78,7.78,7.78,34.0
2025-12-04 19:51:00,7.78,7.78,7.78,7.78,10.0
2025-12-04 19:52:00,7.78,7.78,7.78,7.78,50.0
2025-12-04 19:53:00,7.7752,7.78,7.7752,7.78,6.0
2025-12-04 19:54:00,7.77,7.78,7.76,7.78,741.0
2025-12-04 19:57:00,7.78,7.78,7.78,7.78,3.0
2025-12-04 19:58:00,7.76,7.78,7.76,7.78,1059.0
2025-12-04 19:59:00,7.78,7.78,7.78,7.78,8.0
